componentId	repository	publishedPackageTypes	componentId-docker	additionalDockerImages	componentId-go	componentId-helm	additionalHelmCharts	componentId-ivy	additionalIvyPackages	discussionSlackChannel	botSlackChannel	alertSlackChannel	owningTeam	qlik-releaser	componentId-maven	additionalMavenPackages	componentId-npm	additionalNpmPackages	componentId-nuget	additionalNugetPackages	componentId-jira	production-approval	production-approval/compliance/antivirus	production-approval/compliance/api-governance	production-approval/compliance/dependencies	production-approval/compliance/package-metadata	production-approval/compliance/packages-existence	production-approval/compliance/security	production-approval/compliance/soc2	production-approval/compliance/sre-compliance	production-approval/compliance/sre-compliance-keys-operator	production-approval/compliance/sre-compliance-resource	production-approval/compliance/sre-compliance-resource-contract	production-approval/compliance/sre-compliance-slo	production-approval/compliance/static-compliance	production-approval/compliance/twistlock	production-approval/qmfe-qcs	primaryChampion	briefDescription	npmScope	releaseTrackBranches	domain	grafanaDashboardUrl	playbookUrl	productDeploymentName	hasNoCode	isDeprecated	codeCoverageExclusionReason	errors	warnings	intakeSuites	isJiraComponent
cortex		[]		[]		cortex	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	cortex	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	jonathansm1th			[main]					false	false				core,	true
cost-analyzer		[]		[]		cost-analyzer	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	cost-analyzer	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	masaruhoshi			[]	qcs-infra				true	false				core,qcs-infra	true
customization		[]	customization	[]		customization	[]		[]	#customization	#customization	#customization	hub_features	false		[]		[]		[]	customization	required	not-applicable	required	required	required	required	required	required	required					required	required		JulsRicketti			[]	qcs-infra	https://metrics.qlikcloud.io/d/KxHpDRAMz/customization-metrics?orgId=1&var-datasource=qcs-prod&var-job=customization&var-account=qcs-prod&var-environment=prod&var-region=All&var-github_url=https:%2F%2Fgithub.com%2Fqlik-trial%2Fcustomization&var-timerange=$__auto_interval_timerange	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/customization/Playbook.md		false	false			customization: component is part of QCS or QCG but Used qlikCommonVersion (=3.6.0) does not meet criteria for required version (=3.7.2), customization: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-05-05 16:17:07 +0000 UTC), customization: component is part of QCS, QCG or LEF but the latest release tag (=v0.41.0) is below v1.0.0 which indicates that the version is not ready for production, 	core,qcs-infra	true
dashboard-bundle		[]		[]			[]		[]	#extensionbundles	#extensionbundles	#extensionbundles	visualization-bundle-developers	false	dashboard-bundle	[]	dashboard-bundle	[]		[]	dashboard-bundle	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false			dashboard-bundle: Dependabot is not configured for component, 	core,	true
data-app-design		[]	data-app-design	[]		data-app-design	[]		[]	#dis-apps-scrumteam	#dis-apps-scrumteam	#dis-apps-scrumteam	dis-apps	false		[]		[]		[]	data-app-design	required	not-applicable	required	required	required	required	required	required	required					required	required		HannaZaboura			[]	data-integration	https://metrics.qlikcloud.io/d/1234567890977654321/data-app-design-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/data-app-design/Playbook.md		false	false			data-app-design: component is part of QCS or QCG but Used qlikCommonVersion (=3.6.0) does not meet criteria for required version (=3.7.2), data-app-design: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2022-12-26 10:17:23 +0000 UTC), 	core,data-integration	true
data-client-parcels		[]		[]			[]		[]	#dataprep-and-insights	#dataprep-and-insights	#dataprep-and-insights	data-prep-and-insights	false		[]	qmfe-data-client-parcels	[]		[]	data-client-parcels	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	ariel-erdman-qlik	Parcels managed by the dataprep team		[]					false	false				intake	true
data-condition-evaluator		[]	data-condition-evaluator	[]		data-condition-evaluator	[]		[]	#cloud-alerting-services-pub	#data-condition-evaluator-alerts	#cloud-alerting-services-pub	cloud-alerting-services	false		[]		[]		[]	data-condition-evaluator	required	not-applicable	required	required	required	required	required	required	required					required	required		paramtrivedi			[]	alerting	https://metrics.qlikcloud.io/d/dyYqnS7Gk/data-condition-evaluator-metrics?orgId=1	https://github.com/qlik-trial/data-condition-evaluator/wiki/SRE-Playbook		false	false			data-condition-evaluator: component is part of QCS or QCG but Used qlikCommonVersion (=3.6.0) does not meet criteria for required version (=3.7.2), data-condition-evaluator: component is part of QCS or QCG but playbookUrl (https://github.com/qlik-trial/data-condition-evaluator/wiki/SRE-Playbook) is an empty or non-existing file, data-condition-evaluator: Dependabot is not configured for component, 	core,alerting	true
data-connections		[]	data-connections	[]		data-connections	[]		[]	#connectivity_service	#data_access_cloud	#connectivity_service	data-access	false		[]		[]		[]	data-connections	required	not-applicable	required	required	required	required	required	required	required					required	required		liuw2000	Data connection service		[]	data-connectors	https://metrics.qlikcloud.io/d/AbIXdh2Zk/data-connections-metrics?orgId=1	https://github.com/qlik-trial/data-connections/blob/master/doc/playbook.md		false	false			data-connections: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-06-19 18:11:04 +0000 UTC), 	core,data-connectors	true
data-connector-common		[]	data-connector-common	[]		data-connector-common	[]	data-connector-common	[]	#dev_connector_sdk_rel	#dm_connector_sdk	#dev_connector_sdk_rel	data-access	false		[]		[]		[]	data-connector-common	required	required	not-applicable	required	required	required	required	required	required					required	required		ElenaStepchenkova			[]	data-connectors	https://metrics.qlikcloud.io/d/RbQ2Vc7Zz/data-connectors-dashboard?orgId=1&var-datasource=qcs-prod&var-account=qcs-prod&var-environment=prod&var-region=All&var-connector=common&var-connectorPodType=All&var-maxReloads=3&var-podInstance=All&var-reloadVariant=rld&var-timerange=10m	https://github.com/qlik-trial/data-connector-common/blob/master/docs/playbook.md		false	false				enterprise-connectors	true
data-connector-jdbc		[]	data-connector-jdbc	[]		data-connector-jdbc	[]		[]	#connector-jdbc-sdk	#enterprise_connectors	#connector-jdbc-sdk	enterprise-connectors	false		[]		[]		[]	data-connector-jdbc	required	not-applicable	required	required	required	required	required	required	required					required	required		ElenaStepchenkova			[]	data-connectors	https://metrics.qlikcloud.io/d/PFTREBWMz/jdbc-connector-metrics?orgId=1&refresh=15m&var-datasource=qcs-prod&var-account=qcs-prod&var-environment=prod&var-region=All&var-github_url=https:%2F%2Fgithub.com%2Fqlik-trial%2Fdata-connector-jdbc&var-timerange=10m&var-cmdjob=data-connector-jdbc-cmd&var-rldjob=data-connector-jdbc-rld&var-job=data-connector-jdbc	https://github.com/qlik-trial/data-connector-jdbc/blob/master/docs/playbook.md		false	false			data-connector-jdbc: component is part of QCS or QCG but keys operator is not enabled, , 	enterprise-connectors	true
data-connector-nfs		[]	data-connector-nfs	[]		data-connector-nfs	[]		[]	#enterprise_connectors	#enterprise_connectors	#enterprise_connectors	enterprise-connectors	false		[]		[]		[]	data-connector-nfs	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					required	required		bdellert			[]	data-connectors				false	false				core,data-connectors	true
data-connector-remote		[]	data-connector-remote	[]		data-connector-remote	[]	data-connector-remote	[]	#direct_gateway_disc	#direct_gateway	#direct_gateway_disc	direct-gateway	false		[]		[]		[]	data-connector-remote	required	required	required	required	required	required	required	required	required					required	required		george-mcculloch			[]	data-connectors	https://metrics.qlikcloud.io/d/RbQ2Vc7Zz/data-connectors-dashboard?orgId=1&var-datasource=qcs-prod&var-account=qcs-prod&var-environment=prod&var-region=All&var-connector=remote&var-connectorPodType=All&var-maxReloads=3&var-podInstance=All&var-reloadVariant=rld&var-timerange=10m	https://github.com/qlik-trial/data-connector-remote/blob/main/docs/playbook.md		false	false			data-connector-remote: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-08-24 17:18:41 +0000 UTC), 	core,data-connectors	true
data-connector-remote-file		[]		[]			[]	data-connector-remote-file	[]	#direct_gateway_disc	#direct_gateway	#direct_gateway_disc	direct-gateway	false		[]		[]		[]	data-connector-remote-file	required	required	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		george-mcculloch			[]	data-connectors				false	false				core,data-connectors	true
data-engineering-exporter		[]	data-engineering-exporter	[]		data-engineering-exporter	[]		[]	#platform-usage-services-public	#qcs-data-engineering-exporter	#qcs-data-engineering-exporter	platform-usage-services	false		[]		[]		[]	data-engineering-exporter	required	not-applicable	not-applicable	required	required	required	required	required	required					required	required		FredrikL			[]	qcs-infra	https://metrics.qlikcloud.io/d/br_bcAAiz/data-engineering-exporter-metrics	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/data-engineering-exporter/Playbook.md		false	false				core,qcs-infra	true
data-plane-app-manager		[]	data-plane-app-manager	[]		data-plane-app-manager	[]		[]	#dis-ssi-scrumteam	#dis-ssi-scrumteam	#dis-ssi-scrumteam	dis-ssi	false		[]		[]		[]	data-plane-app-manager	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		borisgob			[]	data-integration	https://metrics.qlikcloud.io/d/6e09856c-640d/data-plane-app-manager-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/data-plane-app-manager/Playbook.md		false	false				core,data-integration	true
data-plane-connections		[]	data-plane-connections	[]		data-plane-connections	[]		[]	#dis-ssi-scrumteam	#dis-ssi-scrumteam	#dis-ssi-scrumteam	dis-ssi	false		[]		[]		[]	data-plane-connections	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		borisgob			[]	data-integration				false	false				core,data-integration	true
data-plane-db-commands		[]	data-plane-db-commands	[]		data-plane-db-commands	[]		[]	#dis-ssi-scrumteam	#dis-ssi-scrumteam	#dis-ssi-scrumteam	dis-ssi	false		[]		[]		[]	data-plane-db-commands	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		borisgob			[]	data-integration				false	false				core,data-integration	true
data-plane-inventory		[]	data-plane-inventory	[]		data-plane-inventory	[]		[]	#dis-ssi-scrumteam	#dis-ssi-scrumteam	#dis-ssi-scrumteam	dis-ssi	false		[]		[]		[]	data-plane-inventory	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		borisgob			[]	data-integration	https://metrics.qlikcloud.io/d/7fee13e2-9e6c-447f-9980-a32bf99b9c9d/data-plane-inventory-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/data-plane-inventory/Playbook.md		false	false				core,data-integration	true
data-plane-java-sdk		[]		[]			[]		[]	#dis-ssi-scrumteam	#dis-ssi-scrumteam	#dis-ssi-scrumteam	dis-ssi	false	data-plane-java-sdk	[]		[]		[]	data-plane-java-sdk	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
data-plane-js-sdk		[]		[]			[]		[]	#dis-ssi-scrumteam	#dis-ssi-scrumteam	#dis-ssi-scrumteam	dis-ssi	false		[]	data-plane-js-sdk	[]		[]	data-plane-js-sdk	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		borisgob			[]					false	false				core,	true
data-plane-qcdi-apps		[]	data-plane-qcdi-apps	[]		data-plane-qcdi-apps	[]		[]	#dis-ssi-scrumteam	#dis-ssi-scrumteam	#dis-ssi-scrumteam	dis-ssi	false		[]		[]		[]	data-plane-qcdi-apps	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		borisgob			[]	data-integration	https://metrics.qlikcloud.io/d/9876543210123456789/data-plane-qcdi-apps-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/data-plane-qcdi-apps/Playbook.md		false	false				core,data-integration	true
data-processing-pipeline-launcher		[]	data-processing-pipeline-launcher	[]		data-processing-pipeline-launcher	[]		[]	#tprun-7702-notifications-test	#data-processing-bot	#tprun-7702-notifications-test	data-processing-runtime	false		[]		[]		[]	data-processing-pipeline-launcher	required	not-applicable	required	required	required	required	required	required	not-applicable				required	required	required		amarouni			[]	data-catalog				false	false				core,data-catalog	true
data-processing-runtime-qa		[]	data-processing-runtime-qa	[]		data-processing-runtime-qa	[]		[]	#tprun-7702-notifications-test	#data-processing-qcs	#tprun-7702-notifications-test	data-processing-runtime	false		[]		[]		[]	data-processing-runtime-qa	required	not-applicable	not-applicable	required	required	required	required	required	not-applicable				not-applicable	required	required		mbotalend			[]					false	false				core,	true
data-product		[]	data-product	[]		data-product	[]		[]	#ask-data-governance	#dgt-monitoring	#ask-data-governance	data-governance-contributors	false		[]		[]		[]	data-product	required	not-applicable	required	required	required	required	required	required	not-applicable				required	required	required		wru-talend			[]					false	false				core,	true
data-product-ui		[]		[]			[]		[]	#eng-data-product-ui	#eng-data-product-ui-bot	#eng-data-product-ui	talend-read-only	false		[]		[]		[]	data-product-ui	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	romainseb	Data Product UI is a web application that allows users to create and manage the data products		[]	data-integration				false	false	qmfe		data-product-ui: component is part of QCS, QCG or LEF but the latest release tag (=v0.13.3) is below v1.0.0 which indicates that the version is not ready for production, 	intake,qdi	true
data-quality		[]	data-quality	[]		data-quality	[]		[]	#ask-data-governance	#dgt-monitoring	#ask-data-governance	data-governance-contributors	false		[]		[]		[]	data-quality	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		MathisGuillet1			[]					false	false				core,	true
data-quality-rules		[]	data-quality-rules	[]		data-quality-rules	[]		[]	#ask-data-governance	#dgt-monitoring	#ask-data-governance	data-governance-contributors	false		[]		[]		[]	data-quality-rules	required	not-applicable	required	required	required	required	required	required	not-applicable				required	required	required		isaac-talend			[]					false	false				core,	true
data-rest-source		[]	data-rest-source	[]		data-rest-source	[]		[]	#data_access_cloud	#data_access_cloud	#data_access_cloud	data-access	false		[]		[]		[]	data-rest-source	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	liuw2000			[]	data-connectors				true	false				core,data-connectors	true
data-sources-hub		[]	data-sources-hub	[]			[]	data-sources-hub	[]	#data_access_cloud	#data_access_cloud	#data_access_cloud	data-access	false		[]		[]		[]	data-sources-hub	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]					false	false				core,	true
data-upload-agent		[]		[]			[]	data-upload-agent	[]	#saas_upload_scrum	#qdt-jenkins	#saas_upload_scrum	data-transfer	false		[]		[]		[]	data-upload-agent	required	required	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		jmsuthar			[]				Qlik Data Transfer	false	false				core,	true
data-upload-service		[]		[]			[]		[]	#saas_upload_scrum	#qdt-jenkins	#saas_upload_scrum	data-transfer	false	data-upload-service	[]		[]		[]	data-upload-service	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		nilzona			[]					false	false		data-upload-service: component has 14 critical and high Dependendabot alerts, 	data-upload-service: component has 8 high Dependendabot alerts, data-upload-service: Dependabot is not configured for component, data-upload-service: has not been updated to use branches and deployment environments, 	core,	true
data-upload-ui		[]		[]			[]		[]	#saas_upload_scrum	#qdt-jenkins	#saas_upload_scrum	data-transfer	false	data-upload-ui	[]		[]		[]	data-upload-ui	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		nilzona			[]					false	false		data-upload-ui: component has 18 critical and high Dependendabot alerts, 	data-upload-ui: component has 14 high Dependendabot alerts, data-upload-ui: Dependabot is not configured for component, data-upload-ui: has not been updated to use branches and deployment environments, 	core,	true
datafiles-management-ui		[]		[]			[]		[]	#shared_services_frontend	#shared_services_frontend	#shared_services_frontend	catalog-ui	false		[]		[]		[]	datafiles-management-ui	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	sauravqlik	datafiles management microfrontend		[]					false	false			datafiles-management-ui: component is part of QCS, QCG or LEF but the latest release tag (=v0.6.17) is below v1.0.0 which indicates that the version is not ready for production, 	intake	true
dataflow-ui		[]		[]			[]		[]	#dataflow-ui	#dataflow-ui-bot	#dataflow-ui	talend-read-only	false		[]		[]		[]	dataflow-ui	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	tlnd-mhuchet	Dataflow designer UI		[]	data-integration				false	false	qmfe		dataflow-ui: Dependabot is not configured for component, dataflow-ui: component is part of QCS, QCG or LEF but the latest release tag (=v0.14.1) is below v1.0.0 which indicates that the version is not ready for production, 	intake,qdi	true
dataprep-client		[]		[]			[]		[]	#dataprep-and-insights	#dataprep-and-insights	#dataprep-and-insights	data-prep-and-insights	false		[]		[]		[]	dataprep-client	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	ariel-erdman-qlik	Home for the DataPrep's microfrontend		[]					false	false				intake	true
dataprep-proxy		[]	dataprep-proxy	[]		dataprep-proxy	[]		[]	#dataprep-proxy	#dataprep-proxy	#dataprep-proxy	cognitive-services	false		[]		[]		[]	dataprep-proxy	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		akash306	Service for proxying requests to dataprep		[]	nlp-cognitive		https://github.com/qlik-trial/dataprep-proxy/blob/main/docs/playbook.md		false	false				core,nlp-cognitive	true
dataprep-service		[]	data-prep-service	[]		data-prep	[]	dataprepservice	[]	#dataprepservice	#dataprepservice	#dataprepservice	cognitive-services	false		[]		[]		[]	dataprepservice	required	required	required	required	required	required	required	required	required					required	required		akash306			[]	nlp-cognitive	https://metrics.qlikcloud.io/d/filVhKIys/data-prep-metrics?orgId=1	https://github.com/qlik-trial/dataprep-service/blob/master/docs/playbook.md		false	false			dataprep-service: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-04-25 17:35:23 +0000 UTC), dataprep-service: Dependabot is not configured for component, 	core,nlp-cognitive	true
dataset-client		[]		[]			[]		[]	#dataset-client	#dataset-client	#dataset-client	catalog-ui	false		[]		[]		[]	dataset-client	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	sauravqlik			[]					false	false		dataset-client: component has 2 critical and high Dependendabot alerts, 	dataset-client: component has 2 high Dependendabot alerts, 	intake	true
dcaas		[]	dcaas	[]		dcaas	[]	dcaas	[]	#data_access_cloud	#data_access_cloud	#data_access_cloud	data-access	false		[]		[]		[]	dcaas	required	required	required	required	required	required	required	required	required					required	required		george-mcculloch			[]	data-connectors	https://metrics.qlikcloud.io/d/ouDSRwVme/dcaas-metrics?orgId=1&var-datasource=qcs-prod&var-job=dcaas&var-account=qcs-prod&var-environment=prod&var-region=us-east-1&var-github_url=https:%2F%2Fgithub.com%2Fqlik-trial%2Fdcaas&var-rollbar_url=https:%2F%2Frollbar.com%2Fqlikcloud%2Fdcaas%2F&var-timerange=10m&var-currentDataSourceId=All	https://github.com/qlik-trial/dcaas/blob/master/docs/playbook.md		false	false			dcaas: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-06-12 15:17:05 +0000 UTC), 	core,data-connectors	true
de-api-auth		[]	de-api-auth	[]		de-api-auth	[]		[]	#data_eng-general	#data_eng-alerts-prod	#data_eng-general	de-admins	false		[]		[]		[]	de-api-auth	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]					false	false				core,	true
de-dsdr		[]	de-dsdr	[]		de-dsdr	[]		[]	#data_eng-general	#data_eng-alerts-prod	#data_eng-general	de-admins	false		[]		[]		[]	de-dsdr	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]					false	false				core,	true
de-infra-portal		[]	de-infra-portal	[]		de-infra-portal	[]		[]	#data_eng-general	#data_eng-alerts-prod	#data_eng-general	de-admins	false		[]		[]		[]	de-infra-portal	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]					false	false				core,	true
de-kafka-connect		[]	de-kafka-connect	[]		de-kafka-connect	[]		[]	#data_eng-general	#data_eng-alerts-prod	#data_eng-general	de-admins	false		[]		[]		[]	de-kafka-connect	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]					false	false				core,	true
de-kstreams-applications		[]	de-kstreams-applications-de-cloudevent-partitioner	[]		de-kstreams-applications	[]		[]	#data_eng-general	#data_eng-alerts-prod	#data_eng-general	de-admins	false		[]		[]		[]	de-kstreams-applications	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]					false	false				core,	true
de-sqs-kafka-extractor		[]	de-sqs-kafka-extractor	[]		de-sqs-kafka-extractor	[]		[]	#data_eng-general	#data_eng-alerts-prod	#data_eng-general	de-admins	false		[]		[]		[]	de-sqs-kafka-extractor	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]					false	false				core,	true
deadman-snitch		[]	deadman-snitch	[]		deadman-snitch	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	deadman-snitch	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	jonathansm1th			[]					false	false				core,	true
demo-apps		[]	demo-apps	[]		demo-apps	[]		[]	#demo-apps_service	#demo-apps_service	#demo-apps_service	hub_features	false		[]		[]		[]	demo-apps	required	not-applicable	required	required	required	required	required	required	required					required	required		wichopy			[]	analytics	https://metrics.qlikcloud.io/d/2kdkPzUMz/demo-apps-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/demo-apps/Playbook.md		false	false			demo-apps: component is part of QCS or QCG but Used qlikCommonVersion (=3.6.0) does not meet criteria for required version (=3.7.2), demo-apps: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2021-12-08 17:18:51 +0000 UTC), demo-apps: owningTeam(mapped to Jira team Elastic Hub Core Features) does not match team for component in Jira (Sense Windows Platform), demo-apps: Dependabot is not configured for component, demo-apps: component is part of QCS, QCG or LEF but the latest release tag (=v0.12.0) is below v1.0.0 which indicates that the version is not ready for production, 	core,analytics	true
depgraph-service		[]		[]			[]		[]	#sense_windows_platform_public	#sense_windows_platform_bot	#sense_windows_platform_public	sense-windows-platform	false	depgraphservice	[]		[]		[]	depgraphservice	required	not-applicable	required	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false		depgraph-service: component has 1 critical and high Dependendabot alerts, 	depgraph-service: owningTeam(mapped to Jira team Sense Windows Platform) does not match team for component in Jira (Platform Enablers), 	core,	true
deployment-based-warnings-service		[]		[]			[]		[]	#frontend-core-team	#frontend-core-ci	#frontend-core-team	frontend-core	false	deployment-based-warnings-service	[]		[]		[]	deployment-based-warnings-service	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable			A small BFF to enable sense-client warnings in hybrid deployment when potential user experience might be different then expected because of the deployment type		[]					false	false			deployment-based-warnings-service: Dependabot is not configured for component, 	core,	true
dev-hub		[]		[]			[]		[]	#sense_windows_platform_public	#sense_windows_platform_bot	#sense_windows_platform_public	sense-windows-platform	false	devhub	[]		[]		[]	devhub	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false		dev-hub: component has 1 critical and high Dependendabot alerts, 	dev-hub: owningTeam(mapped to Jira team Sense Windows Platform) does not match team for component in Jira (Platform Enablers), 	core,	true
di-dataflows		[]	di-dataflows	[]		di-dataflows	[]		[]	#qcdi-dataflow-public	#qcdi-dataflow-public	#qcdi-dataflow-public	dis-apps	false		[]		[]		[]	di-dataflows	required	not-applicable	required	required	required	required	required	required	required				required	required	required		ivail			[]	data-integration	https://metrics.qlikcloud.io/d/ab273cfd-13a7-4a3a-bce9-7046c01e37a5/di-dataflows-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/di-dataflows/Playbook.md		false	false			di-dataflows: has no team assigned in Jira, di-dataflows: component is part of QCS, QCG or LEF but the latest release tag (=v0.0.20) is below v1.0.0 which indicates that the version is not ready for production, 	core,data-integration	true
digital-buyers-journey		[]		[]			[]	digital-buyers-journey	[]	#myqlik-dev	#myqlik_github	#myqlik-dev	digital-buyers-journey	false		[]		[]		[]	digital-buyers-journey	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]				Digital Buyers Journey	false	false				core,	true
direct-query-modelling-ui		[]		[]			[]		[]	#direct-query	#direct-query-modeling-ui-devs	#direct-query	visualizations-authoring	false		[]		[]		[]	direct-query-modelling-ui	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	niekvanstaveren	micro front-end containing the direct query select dialog and data model manager		[]					false	false				intake	true
discovery		[]	discovery	[]		discovery	[]		[]	#discovery	#discovery	#discovery	natural-language-chat	false		[]		[]		[]	discovery	required	not-applicable	required	required	required	required	required	required	required					required	required		jmsuthar			[]	nlp-cognitive	https://metrics.qlikcloud.io/d/1uORUYAVz/discovery-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/discovery/Playbook.md		false	false			discovery: component is part of QCS or QCG but Used qlikCommonVersion (=3.6.0) does not meet criteria for required version (=3.7.2), discovery: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-08-07 11:59:43 +0000 UTC), discovery: component is part of QCS, QCG or LEF but the latest release tag (=v0.79.0) is below v1.0.0 which indicates that the version is not ready for production, 	core,nlp-cognitive	true
distribution		[]	distribution	[]		distribution	[]		[]	#cloud-alerting-services-pub	#qcs-distribution-service	#cloud-alerting-services-pub	cloud-alerting-services	false		[]		[]		[]	distribution	required	not-applicable	required	required	required	required	required	required	not-applicable					required	required		paramtrivedi			[]	qcs-infra	https://metrics.qlikcloud.io/d/hhh5PQY7k/distribution-metrics?orgId=1&var-datasource=qcs-prod	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/distribution/playbook.md		false	false			distribution: component is part of QCS or QCG but playbookUrl (https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/distribution/playbook.md) is an empty or non-existing file, distribution: component is part of QCS, QCG or LEF but the latest release tag (=v0.0.57) is below v1.0.0 which indicates that the version is not ready for production, 	core,qcs-infra	true
dm-protractor		[]		[]			[]	dm-protractor	[]	#data_access_cloud	#data_access_cloud	#data_access_cloud	data-access	false		[]		[]		[]	dm-protractor	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]					false	false				core,	true
dotnet-core-service-utils		[]		[]			[]		[]	#sense_windows_platform_public	#sense_windows_platform_bot	#sense_windows_platform_public	sense-windows-platform	false		[]		[]	Qlik.ServiceUtils	[]	dotnet-core-service-utils	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable			Utility library for common base functionality used in G3 dotnet core services		[]					false	false			dotnet-core-service-utils: Dependabot is not configured for component, 	core,	true
